name,span,matches,innings,not_outs,runs,highest_score,average,balls_faced,strike_rate,century,half_century,ducks,country
Rohan Mustafa,2014-2023,81.0,75,5,1504,109,21.48,2366,63.56,1,7,8,UAE
MA Ouma,2004-2014,80.0,77,5,1501,61,20.84,2525,59.44,0,7,6,KENYA
JDS Neesham,2013-2023,76.0,65,12,1495,97,28.2,1496,99.93,0,7,3,NZ
MP Stoinis,2015-2023,70.0,63,8,1487,146,27.03,1566,94.95,1,6,5,AUS
Rahmanullah Gurbaz,2021-2024,40.0,40,1,1467,151,37.61,1657,88.53,6,5,1,AFG
Aaron Jones,2019-2023,43.0,43,3,1454,123,36.35,2054,70.78,1,10,2,USA
HJH Marshall,2003-2007,66.0,62,9,1454,101,27.43,1990,73.06,1,12,3,NZ
DJ Malan,2019-2023,30.0,30,4,1450,140,55.76,1488,97.44,6,7,5,ENG
MD Patel,2019-2023,47.0,47,3,1446,130,32.86,1836,78.75,2,10,7,USA
DD Ebrahim,2001-2005,82.0,76,6,1443,121,20.61,2540,56.81,1,4,8,ZIM
Ibrahim Zadran,2019-2024,33.0,33,3,1440,162,48.0,1790,80.44,5,7,2,AFG
GR Marsh,1990-1992,39.0,37,1,1434,113,39.83,2649,54.13,2,10,1,AUS
Nasir Jamshed,2008-2015,48.0,48,3,1418,112,31.51,1881,75.38,3,8,5,PAK
N Boje,1995-2005,115.0,71,18,1414,129,26.67,1594,88.7,2,4,2,SA
MO Odumbe,1996-2003,61.0,59,5,1409,83,26.09,2014,69.96,0,11,6,KENYA
P Utseya,2004-2015,164.0,132,48,1406,68,16.73,2410,58.34,0,4,16,ZIM
MP O'Dowd,2019-2024,46.0,46,2,1403,90,31.88,1918,73.14,0,10,3,NED
Aasif Sheikh,2021-2024,49.0,49,4,1401,110,31.13,1820,76.97,1,12,5,NEP
L Ronchi,2008-2017,85.0,68,9,1397,170,23.67,1220,114.5,1,4,7,NZ
KM Jadhav,2014-2020,73.0,52,19,1389,120,42.09,1367,101.6,2,6,2,IND
Najmul Hossain Shanto,2018-2024,45.0,44,3,1365,122,33.29,1674,81.54,3,8,5,BAN
TP Ura,2014-2023,61.0,61,1,1363,151,22.71,1758,77.53,1,6,4,PNG
JD Ryder,2008-2014,48.0,42,1,1362,107,33.21,1429,95.31,3,6,5,NZ
DO Obuya,2001-2012,74.0,73,3,1355,93,19.35,2135,63.46,0,6,10,KENYA
MJ Santner,2015-2023,104.0,78,29,1355,67,27.65,1485,91.24,0,3,3,NZ
Anamul Haque,2012-2024,49.0,46,0,1352,120,29.39,1808,74.77,3,5,6,BAN
GH Dockrell,2010-2024,124.0,86,28,1341,91,23.12,1655,81.02,0,6,6,IRE
Asad Shafiq,2010-2017,60.0,58,4,1336,84,24.74,1979,67.5,0,9,5,PAK
PG Fulton,2004-2009,49.0,46,5,1334,112,32.53,1833,72.77,1,8,2,NZ
Sabbir Rahman,2014-2019,66.0,59,7,1333,102,25.63,1461,91.23,1,6,5,BAN
Mehidy Hasan Miraz,2017-2024,97.0,68,11,1331,112,23.35,1699,78.34,2,3,4,BAN
KMDN Kulasekara,2003-2017,184.0,123,37,1327,73,15.43,1629,81.46,0,4,13,SL
JR Hopes,2005-2010,84.0,61,8,1326,63,25.01,1415,93.71,0,3,1,AUS
SM Katich,2001-2006,45.0,42,5,1324,107,35.78,1926,68.74,1,9,3,AUS
TLW Cooper,2010-2023,32.0,31,2,1319,101,45.48,1814,72.71,1,12,0,NED
FDM Karunaratne,2011-2023,50.0,46,4,1316,103,31.33,1654,79.56,1,11,4,SL
Rashid Khan,2015-2023,103.0,81,14,1316,60,19.64,1250,105.28,0,5,8,AFG
Javed Omar,1995-2007,59.0,59,4,1312,85,23.85,2528,51.89,0,10,2,BAN
MA Leask,2014-2024,72.0,59,11,1310,107,27.29,1165,112.44,1,7,4,SCOT
Raqibul Hasan,2008-2011,55.0,54,7,1308,89,27.82,2133,61.32,0,8,6,BAN
AA Obanda,2007-2014,49.0,45,2,1306,96,30.37,1764,74.03,0,9,2,KENYA
MS Sinclair,2000-2009,54.0,50,4,1304,118,28.34,2086,62.51,2,8,8,NZ
MD Shanaka,2016-2024,71.0,63,5,1299,108,22.39,1420,91.47,2,4,6,SL
GA Gooch,1990-1995,49.0,47,3,1294,112,29.4,2323,55.7,1,5,3,ENG
PN Kirsten,1991-1994,40.0,40,6,1293,97,38.02,2308,56.02,0,9,0,SA
Muhammad Waseem,2022-2024,48.0,48,0,1289,119,26.85,1416,91.03,1,6,6,UAE
MJ Prior,2004-2011,68.0,62,9,1282,87,24.18,1670,76.76,0,3,5,ENG
Nasir Hossain,2011-2018,65.0,52,8,1281,100,29.11,1605,79.81,1,6,4,BAN
W Barresi,2010-2024,50.0,49,5,1276,137,29.0,1634,78.09,1,8,6,NED
NR Mongia,1994-2000,140.0,96,33,1272,69,20.19,1845,68.94,0,2,4,IND
C Munro,2013-2019,57.0,53,2,1271,87,24.92,1214,104.69,0,8,7,NZ
JEC Franklin,2001-2013,110.0,80,27,1270,98,23.96,1651,76.92,0,4,5,NZ
AB Agarkar,1998-2007,191.0,113,26,1269,95,14.58,1574,80.62,0,3,10,IND
Basit Ali,1993-1996,50.0,43,6,1265,127,34.18,1669,75.79,1,9,3,PAK
MN Waller,2009-2018,79.0,72,6,1259,99,19.07,1639,76.81,0,5,10,ZIM
DP Conway,2021-2023,32.0,31,3,1246,152,44.5,1388,89.76,5,3,2,NZ
WA Young,2021-2023,31.0,31,3,1244,120,44.42,1415,87.91,3,8,3,NZ
RR Rossouw,2014-2016,36.0,35,3,1239,132,38.71,1313,94.36,3,7,5,SA
Harbhajan Singh,1998-2015,236.0,128,35,1237,49,13.3,1526,81.06,0,0,17,IND
SG Law,1994-1999,54.0,51,5,1237,110,26.89,1643,75.28,1,7,3,AUS
Alok Kapali,2002-2011,69.0,66,3,1235,115,19.6,1817,67.96,1,5,5,BAN
Gulbadin Naib,2011-2024,82.0,71,9,1231,82,19.85,1644,74.87,0,5,7,AFG
GM Hamilton,1999-2010,38.0,38,3,1231,119,35.17,1847,66.64,2,7,1,SCOT
D Mongia,2001-2007,57.0,51,7,1230,159,27.95,1721,71.47,1,4,4,IND
HDPK Dharmasena,1994-2004,141.0,87,33,1222,69,22.62,1879,65.03,0,4,2,SL
Jatinder Singh,2019-2023,46.0,45,1,1220,118,27.72,1639,74.43,3,6,2,OMA
K Bhurtel,2021-2024,52.0,51,0,1219,115,23.9,1464,83.26,1,8,7,NEP
Shaiman Anwar,2014-2019,40.0,40,1,1219,106,31.25,1477,82.53,1,11,2,UAE
Noor Ali Zadran,2009-2019,51.0,50,1,1216,114,24.81,1923,63.23,1,7,4,AFG
WIA Fernando,2016-2024,38.0,38,0,1215,127,31.97,1308,92.88,3,7,5,SL
Junaid Siddique,2007-2011,54.0,53,1,1196,100,23.0,1753,68.22,1,6,6,BAN
SR Taylor,2019-2023,45.0,45,0,1192,114,26.48,1474,80.86,1,7,6,USA
Mohammad Rafique,1995-2007,125.0,106,17,1191,77,13.38,1663,71.61,0,2,15,BAN
RW Chakabva,2008-2022,61.0,57,3,1188,102,22.0,1751,67.84,1,4,3,ZIM
B Lee,2000-2012,221.0,110,44,1176,59,17.81,1407,83.58,0,3,16,AUS
JA Rudolph,2003-2006,45.0,39,6,1174,81,35.57,1725,68.05,0,7,0,SA
S Samarawickrama,2017-2024,41.0,38,5,1170,108,35.45,1223,95.66,1,8,4,SL
TM Moody,1990-1999,69.0,57,10,1149,89,24.44,1651,69.59,0,10,6,AUS
Nawroz Mangal,2009-2016,49.0,48,6,1139,129,27.11,1512,75.33,2,4,4,AFG
CJA Amini,2014-2023,49.0,49,1,1128,109,23.5,1674,67.38,1,7,1,PNG
DL Houghton,1992-1997,51.0,48,2,1128,73,24.52,1595,70.72,0,9,2,ZIM
T Mishra,2006-2013,42.0,40,7,1128,72,34.18,1534,73.53,0,8,4,KENYA
Zeeshan Maqsood,2019-2023,42.0,41,4,1127,109,30.45,1611,69.95,2,6,2,OMA
PL Mommsen,2010-2017,44.0,42,6,1115,139,30.97,1615,69.04,2,6,2,SCOT
MF Maharoof,2004-2016,109.0,75,18,1113,69,19.52,1294,86.01,0,2,3,SL
CJ Anderson,2013-2017,49.0,45,5,1109,131,27.72,1020,108.72,1,4,4,NZ
HS Modi,1996-2006,63.0,56,9,1109,78,23.59,1906,58.18,0,5,5,KENYA
ES Szwarczynski,2006-2014,41.0,40,3,1102,98,29.78,1615,68.23,0,10,2,NED
VS Solanki,2000-2006,51.0,46,5,1097,106,26.75,1504,72.93,2,5,2,ENG
B Zuiderent,1996-2011,57.0,56,10,1097,77,23.84,1873,58.56,0,8,7,NED
PA Strang,1994-2001,95.0,73,24,1090,47,22.24,1651,66.02,0,0,5,ZIM
S Bau,2016-2023,57.0,57,3,1089,81,20.16,1763,61.76,0,5,6,PNG
Asif Khan,2022-2024,32.0,31,4,1076,151,39.85,1276,84.32,3,5,2,UAE
F Behardien,2013-2018,59.0,49,14,1074,70,30.68,1097,97.9,0,6,4,SA
NL McCullum,2009-2015,84.0,62,11,1070,65,20.98,1220,87.7,0,4,3,NZ
DS Smith,2003-2013,47.0,45,2,1059,107,24.62,1506,70.31,1,5,4,WI
JK Kamande,1999-2011,86.0,72,11,1055,74,17.29,1685,62.61,0,3,8,KENYA
C Kieswetter,2010-2013,46.0,40,5,1054,107,30.11,1172,89.93,1,5,4,ENG
BA King,2019-2023,37.0,37,2,1054,112,30.11,1254,84.05,2,6,5,WI
Javed Ahmadi,2010-2021,47.0,44,0,1049,81,23.84,1380,76.01,0,7,2,AFG
KD Mills,2001-2015,170.0,101,34,1047,54,15.62,1282,81.66,0,2,8,NZ
JM How,2005-2011,41.0,37,1,1046,139,29.05,1572,66.53,1,7,3,NZ
AD Russell,2011-2019,56.0,47,9,1034,92,27.21,794,130.22,0,4,6,WI
JP Faulkner,2013-2017,69.0,52,22,1032,116,34.4,990,104.24,1,4,4,AUS
AG Prince,2002-2007,52.0,41,12,1018,89,35.1,1502,67.77,0,3,4,SA
SK Warne,1993-2005,194.0,107,29,1018,55,13.05,1413,72.04,0,1,10,AUS
Muhammad Usman,2016-2022,38.0,37,5,1008,102,31.5,1312,76.82,1,4,2,UAE
KOA Powell,2009-2018,46.0,44,0,1005,83,22.84,1278,78.63,0,9,4,WI
Rajin Saleh,2003-2006,43.0,43,1,1005,108,23.92,1833,54.82,1,6,5,BAN
Aqib Ilyas,2019-2023,25.0,23,2,1004,109,47.8,1255,80.0,2,7,0,OMA
PW Borren,2006-2014,58.0,50,5,1004,96,22.31,1176,85.37,0,5,5,NED
NFI McCallum,2006-2011,43.0,42,6,1002,121,27.83,1451,69.05,2,4,3,SCOT
Ayaan Khan,2021-2023,34.0,31,2,1001,105,34.51,1304,76.76,1,5,2,OMA
Khaled Mahmud,1998-2006,77.0,72,3,991,50,14.36,1461,67.83,0,1,9,BAN
Asif Mujtaba,1992-1996,59.0,49,13,990,113,27.5,1572,62.97,1,5,5,PAK
MJ Slater,1993-1997,42.0,42,1,987,73,24.07,1634,60.4,0,9,3,AUS
Imad Wasim,2015-2020,55.0,40,17,986,63,42.86,894,110.29,0,5,1,PAK
G Singh,2021-2023,32.0,32,5,986,101,36.51,1178,83.7,1,6,0,USA
MJ Horne,1997-2002,50.0,48,0,980,74,20.41,1515,64.68,0,5,3,NZ
R Powell,2016-2023,51.0,48,3,979,101,21.75,1153,84.9,1,2,3,WI
BFW de Leede,2018-2024,43.0,41,2,976,123,25.02,1456,67.03,1,3,3,NED
Naeem Islam,2008-2014,59.0,51,15,975,84,27.08,1473,66.19,0,5,5,BAN
DF Watts,2006-2011,36.0,35,1,974,101,28.64,1559,62.47,1,9,4,SCOT
Fawad Alam,2007-2015,38.0,36,12,966,114,40.25,1297,74.47,1,6,3,PAK
Aarif Sheikh,2018-2024,51.0,43,5,964,66,25.36,1544,62.43,0,6,4,NEP
SA Thomson,1990-1996,56.0,52,10,964,83,22.95,1427,67.55,0,5,2,NZ
Vikramjit Singh,2022-2024,32.0,32,1,964,110,31.09,1289,74.78,1,6,1,NED
JF Mooney,2006-2015,64.0,55,14,963,96,23.48,1215,79.25,0,3,6,IRE
Waqar Younis,1990-2003,250.0,136,43,960,37,10.32,1427,67.27,0,0,15,PAK
JN Malan,2020-2022,23.0,22,2,958,177,47.9,1150,83.3,3,4,2,SA
RR Watson,2006-2010,35.0,35,4,956,123,30.83,1286,74.33,1,6,4,SCOT
SF Mire,2014-2019,47.0,47,0,955,112,20.31,1190,80.25,1,3,4,ZIM
MG Johnson,2005-2015,153.0,91,32,951,73,16.11,987,96.35,0,2,6,AUS
Imran Khan,1990-1992,39.0,32,6,950,82,36.53,1420,66.9,0,7,1,PAK
KH Prajapati,2021-2023,31.0,30,0,949,103,31.63,1225,77.46,2,5,2,OMA
CP Rizwan,2019-2024,42.0,40,6,948,109,27.88,1638,57.87,1,4,2,UAE
Akram Khan,1990-2003,42.0,42,1,946,65,23.07,1661,56.95,0,5,3,BAN
Chirag Suri,2018-2023,37.0,37,0,946,115,25.56,1506,62.81,2,5,4,UAE
NT Broom,2009-2017,39.0,39,4,943,109,26.94,1161,81.22,1,5,7,NZ
M van Lingen,2021-2024,32.0,31,5,941,133,36.19,1043,90.22,4,2,2,NAM
RP Burl,2017-2024,52.0,44,6,938,83,24.68,1179,79.55,0,6,2,ZIM
A Kumble,1990-2007,271.0,136,47,938,26,10.53,1536,61.06,0,0,18,IND
AJ Lamb,1990-1992,33.0,31,1,938,72,31.26,1226,76.5,0,8,0,ENG
Rameez Shahzad,2016-2023,26.0,26,3,936,121,40.69,1164,80.41,2,5,1,UAE
CM Spearman,1995-2001,51.0,50,0,936,86,18.72,1202,77.87,0,5,6,NZ
RV Uthappa,2006-2015,46.0,42,6,934,86,25.94,1031,90.59,0,6,4,IND
Ishan Kishan,2021-2023,27.0,24,2,933,210,42.4,913,102.19,1,7,1,IND
L Siaka,2014-2022,47.0,47,0,931,109,19.8,1238,75.2,1,2,5,PNG
RR Hendricks,2018-2023,34.0,34,2,929,102,29.03,1180,78.72,1,7,2,SA
C Campher,2020-2024,37.0,29,2,924,120,34.22,1153,80.13,1,6,0,IRE
AN Kervezee,2006-2012,39.0,36,3,924,92,28.0,1263,73.15,0,4,2,NED
S Dhaniram,2006-2010,44.0,41,4,915,92,24.72,1126,81.26,0,6,2,CAN
AJ Hall,1999-2007,88.0,56,13,905,81,21.04,1206,75.04,0,3,5,SA
DS Airee,2018-2024,55.0,53,6,896,105,19.06,1258,71.22,1,3,8,NEP
PW Hasaranga,2017-2024,54.0,46,7,895,80,22.94,806,111.04,0,4,3,SL
TD Paine,2009-2018,35.0,35,3,890,111,27.81,1257,70.8,1,5,1,AUS
JWA Taylor,2011-2015,27.0,26,5,887,101,42.23,1107,80.12,1,7,2,ENG
J Srinath,1991-2003,229.0,121,38,883,53,10.63,1109,79.62,0,1,19,IND
Basil Hameed,2019-2024,40.0,37,1,878,63,24.38,1244,70.57,0,3,2,UAE
G Malla,2018-2023,37.0,37,1,876,75,24.33,1318,66.46,0,7,3,NEP
TT Bresnan,2006-2015,85.0,64,20,871,80,19.79,965,90.25,0,1,6,ENG
SHT Kandamby,2004-2014,39.0,36,6,870,93,29.0,1250,69.6,0,5,2,SL
AC Voges,2007-2013,31.0,28,9,870,112,45.78,998,87.17,1,4,0,AUS
DJ Richardson,1991-1998,122.0,77,33,868,53,19.72,1298,66.87,0,1,6,SA
MA Vermeulen,2000-2009,43.0,43,4,868,92,22.25,1227,70.74,0,6,4,ZIM
HK Badani,2000-2004,40.0,36,10,867,100,33.34,1180,73.47,1,4,1,IND
RR Pant,2018-2022,30.0,26,1,865,125,34.6,811,106.65,1,5,3,IND
GO Jones,2004-2014,51.0,43,8,862,80,24.62,1117,77.17,0,4,1,PNG
TT Samaraweera,1998-2011,53.0,42,11,862,105,27.8,1244,69.29,2,0,4,SL
Shadab Khan,2017-2023,70.0,44,11,855,86,25.9,997,85.75,0,4,3,PAK
AL Phehlukwayo,2016-2023,78.0,51,18,853,69,25.84,973,87.66,0,2,4,SA
Towhid Hridoy,2023-2024,30.0,26,3,848,96,36.86,999,84.88,0,7,1,BAN
RS Kalpage,1992-1999,86.0,69,28,844,51,20.58,1320,63.93,0,1,2,SL
D Ganga,1999-2006,35.0,34,1,843,71,25.54,1414,59.61,0,9,5,WI
CA Ingram,2010-2013,31.0,29,3,843,124,32.42,1024,82.32,3,3,5,SA
N Kapil Dev,1990-1994,76.0,62,14,843,48,17.56,1081,77.98,0,0,2,IND
SSJ Brooks,2022-2023,29.0,29,1,842,101,30.07,1114,75.58,1,4,5,WI
BM McMillan,1991-1998,78.0,52,16,841,127,23.36,1147,73.32,1,0,3,SA
LJ Tucker,2019-2024,51.0,42,5,841,85,22.72,1041,80.78,0,4,3,IRE
N Vanua,2014-2023,57.0,53,4,837,60,17.08,1028,81.42,0,2,8,PNG
CK Coventry,2003-2015,39.0,35,1,831,194,24.44,937,88.68,1,3,5,ZIM
SJ Modani,2021-2023,31.0,31,0,831,111,26.8,1328,62.57,1,6,3,USA
Anshuman Rath,2014-2018,18.0,18,2,828,143,51.75,1080,76.66,1,7,1,HKG
PJ Moor,2014-2019,49.0,45,5,827,58,20.67,1225,67.51,0,4,3,ZIM
PJ Hughes,2013-2014,25.0,24,1,826,138,35.91,1100,75.09,2,4,1,AUS
AR McBrine,2014-2024,88.0,59,13,826,79,17.95,1188,69.52,0,2,5,IRE
AU Rashid,2009-2023,135.0,68,23,826,69,18.35,839,98.45,0,1,6,ENG
R Ravindra,2023-2023,25.0,21,1,820,123,41.0,759,108.03,3,3,2,NZ
Sharjeel Khan,2013-2017,25.0,25,0,812,152,32.48,716,113.4,1,6,2,PAK
YK Pathan,2008-2012,57.0,41,11,810,123,27.0,713,113.6,2,3,7,IND
JN Loftie-Eaton,2021-2024,36.0,33,5,803,73,28.67,1056,76.04,0,6,3,NAM
JM Davison,2003-2011,32.0,32,2,799,111,26.63,767,104.17,1,5,5,CAN
Z Khan,2000-2012,200.0,101,35,792,34,12.0,1078,73.46,0,0,15,IND
GB Hogg,1996-2008,123.0,65,26,790,71,20.25,1005,78.6,0,2,9,AUS
RJ Shastri,1990-1992,31.0,31,4,785,109,29.07,1544,50.84,2,4,2,IND
Babar Hayat,2014-2018,22.0,22,2,784,89,39.2,999,78.47,0,8,3,HKG
RL Chase,2017-2024,45.0,34,4,783,94,26.1,1044,75.0,0,4,3,WI
IH Romaine,2006-2009,35.0,34,3,783,101,25.25,1222,64.07,1,4,5,BER
JA Morkel,2004-2012,58.0,43,10,782,97,23.69,780,100.25,0,2,1,SA
Sohaib Maqsood,2013-2021,29.0,28,2,781,89,30.03,935,83.52,0,5,1,PAK
Abdur Razzak,2004-2014,153.0,97,39,779,53,13.43,1020,76.37,0,1,12,BAN
AR White,2006-2014,61.0,46,3,776,79,18.04,1235,62.83,0,1,4,IRE
SA Yadav,2021-2023,37.0,35,5,773,72,25.76,736,105.02,0,4,3,IND
CN Evans,1992-2002,53.0,47,5,764,96,18.19,1006,75.94,0,2,3,ZIM
Rizwan Cheema,2008-2013,33.0,32,1,764,94,24.64,685,111.53,0,6,3,CAN
Aminul Islam,1990-2002,36.0,36,5,757,70,24.41,1320,57.34,0,3,4,BAN
CA Soper,2016-2023,56.0,54,16,751,46,19.76,1315,57.11,0,0,3,PNG
AR Cusack,2007-2015,59.0,47,14,745,71,22.57,1159,64.27,0,2,8,IRE
AG Cremer,2009-2018,96.0,71,20,744,58,14.58,1196,62.2,0,1,7,ZIM
DT Johnston,2006-2013,67.0,53,15,743,45,19.55,785,94.64,0,0,3,IRE
C de Grandhomme,2012-2022,45.0,35,7,742,74,26.5,699,106.15,0,4,2,NZ
AM Samad,2003-2009,27.0,27,2,740,130,29.6,1045,70.81,1,2,2,CAN
TG Southee,2008-2023,161.0,96,35,740,55,12.13,771,95.97,0,1,13,NZ
Wahab Riaz,2008-2020,91.0,66,15,740,54,14.5,849,87.16,0,3,12,PAK
PA Patel,2003-2012,38.0,34,3,736,95,23.74,962,76.5,0,4,2,IND
GD Phillips,2022-2023,30.0,24,3,735,72,35.0,754,97.48,0,4,0,NZ
MW Machan,2013-2016,23.0,22,0,734,114,33.36,952,77.1,1,3,1,SCOT
CJ Nevin,2000-2003,37.0,36,0,732,74,20.33,1000,73.2,0,4,4,NZ
K Doriga,2017-2023,39.0,38,2,730,89,20.27,1197,60.98,0,4,5,PNG
JJ Smit,2019-2024,33.0,30,5,728,94,29.12,921,79.04,0,2,2,NAM
Shoaib Khan,2021-2023,24.0,24,3,726,105,34.57,878,82.68,1,7,2,OMA
Azmatullah Omarzai,2021-2024,27.0,21,6,719,149,47.93,747,96.25,1,5,0,AFG
MA Ealham,1996-2001,64.0,45,4,716,45,17.46,1092,65.56,0,0,4,ENG
Kushal Malla,2020-2024,36.0,32,3,716,108,24.68,744,96.23,1,4,1,NEP
IJ Harvey,1997-2004,73.0,51,11,715,48,17.87,811,88.16,0,0,2,AUS
Mohammad Mithun,2014-2021,34.0,30,4,714,73,27.46,921,77.52,0,6,2,BAN
ZE Green,2019-2024,37.0,31,2,711,75,24.51,862,82.48,0,2,0,NAM
Saqlain Mushtaq,1995-2003,169.0,98,38,711,37,11.85,1434,49.58,0,0,13,PAK
JG Wright,1990-1992,30.0,30,0,708,93,23.6,1161,60.98,0,6,2,NZ
R Ashwin,2010-2023,116.0,63,20,707,65,16.44,813,86.96,0,1,6,IND
LJ Wright,2007-2014,50.0,39,4,707,52,20.2,820,86.21,0,2,5,ENG
W Madhevere,2020-2023,36.0,34,0,705,72,20.73,919,76.71,0,5,1,ZIM
Mohammad Nadeem,2019-2023,34.0,30,12,705,69,39.16,1104,63.85,0,5,2,OMA
J Mubarak,2002-2013,40.0,37,6,704,72,22.7,1115,63.13,0,4,1,SL
SW Billings,2015-2022,28.0,23,2,702,118,33.42,771,91.05,1,5,1,ENG
PA Wallace,1991-2000,33.0,33,0,701,103,21.24,1151,60.9,1,2,4,WI
SM Ervine,2001-2004,42.0,34,7,698,100,25.85,816,85.53,1,2,5,ZIM
PL Symcox,1993-1999,80.0,54,13,694,61,16.92,830,83.61,0,3,6,SA
AC Waller,1992-1997,33.0,32,2,693,83,23.1,962,72.03,0,4,4,ZIM
N Deonarine,2005-2015,31.0,29,3,682,65,26.23,989,68.95,0,4,0,WI
AT Nidamanuru,2022-2024,30.0,28,4,679,111,28.29,721,94.17,2,3,4,NED
JR Murray,1992-1999,55.0,36,6,678,86,22.6,929,72.98,0,5,4,WI
Nizakat Khan,2014-2018,20.0,20,0,675,94,33.75,814,82.92,0,3,0,HKG
M Muralidaran,1993-2011,350.0,162,63,674,33,6.8,869,77.56,0,0,25,SL
DA Marillier,2000-2003,48.0,41,4,672,100,18.16,949,70.81,1,3,4,ZIM
B Sharki,2022-2024,25.0,22,3,670,101,35.26,991,67.6,1,3,2,NEP
UC Hathurusingha,1992-1999,35.0,33,1,669,66,20.9,1318,50.75,0,4,3,SL
AC Botha,2006-2011,42.0,38,4,666,56,19.58,970,68.65,0,2,5,IRE
CJ Ferguson,2009-2011,30.0,25,9,663,71,41.43,777,85.32,0,5,0,AUS
DJ Willey,2015-2023,73.0,46,19,663,51,24.55,693,95.67,0,2,1,ENG
KR Mayers,2021-2023,28.0,26,0,660,120,25.38,775,85.16,2,2,3,WI
LE Plunkett,2005-2019,89.0,50,19,646,56,20.83,629,102.7,0,1,3,ENG
S Ramesh,1999-1999,24.0,24,1,646,82,28.08,1092,59.15,0,6,3,IND
DL Hemp,2006-2009,22.0,22,3,641,102,33.73,912,70.28,1,4,4,BER
BMAJ Mendis,2010-2019,58.0,44,10,636,72,18.7,769,82.7,0,1,2,SL
Mosaddek Hossain,2016-2022,43.0,35,10,634,52,25.36,766,82.76,0,3,1,BAN
DLS van Bunge,2002-2013,37.0,31,1,633,80,21.1,953,66.42,0,3,2,NED
PSP Handscomb,2017-2019,22.0,20,1,632,117,33.26,649,97.38,1,4,2,AUS
B McMullen,2022-2024,18.0,16,2,631,136,45.07,738,85.5,2,2,0,SCOT
JN Mohammed,2011-2021,36.0,31,2,630,91,21.72,941,66.95,0,4,2,WI
GR Larsen,1990-1999,121.0,70,27,629,37,14.62,970,64.84,0,0,6,NZ
AM Blignaut,1999-2010,54.0,41,8,626,63,18.96,589,106.28,0,5,3,ZIM
Khawar Ali,2019-2022,34.0,29,6,626,79,27.21,1058,59.16,0,4,1,OMA
DJ Nash,1992-2002,81.0,53,13,624,42,15.6,940,66.38,0,0,3,NZ
RR Patel,2008-2014,39.0,35,4,621,92,20.03,978,63.49,0,2,3,KENYA
PD Salt,2021-2023,19.0,17,0,619,122,36.41,464,133.4,1,3,0,ENG
R Mutumbami,2014-2020,36.0,34,2,618,74,19.31,847,72.96,0,3,4,ZIM
GJ Rennie,1996-2003,40.0,37,6,617,76,19.9,928,66.48,0,2,5,ZIM
JM Vince,2015-2023,25.0,22,0,616,102,28.0,703,87.62,1,3,1,ENG
Iftikhar Ahmed,2015-2023,28.0,24,8,614,109,38.37,576,106.59,1,1,0,PAK
J Botha,2005-2012,78.0,50,18,609,46,19.03,710,85.77,0,0,2,SA
D Gough,1994-2006,159.0,87,38,609,46,12.42,947,64.3,0,0,10,ENG
AJ Hollioake,1996-1999,35.0,30,6,606,83,25.25,807,75.09,0,3,1,ENG
K Srikkanth,1990-1992,22.0,22,1,605,82,28.8,872,69.38,0,5,3,IND
Afif Hossain,2020-2023,31.0,27,6,600,93,28.57,666,90.09,0,3,3,BAN
RIC Holder,1993-1997,37.0,31,6,599,65,23.96,876,68.37,0,2,4,WI
AL Logie,1990-1993,44.0,39,3,596,82,16.55,786,75.82,0,3,6,WI
XM Marshall,2005-2020,37.0,37,3,596,157,17.52,902,66.07,1,1,6,WI
Sompal Kami,2018-2024,54.0,42,14,596,63,21.28,812,73.39,0,2,2,NEP
Simi Singh,2017-2022,35.0,30,4,593,100,22.8,815,72.76,1,1,2,IRE
LOB Cann,2006-2009,26.0,25,3,590,52,26.81,504,117.06,0,1,3,BER
RJ Nicol,2011-2013,22.0,21,2,586,146,30.84,776,75.51,2,2,2,NZ
SB Joshi,1996-2001,69.0,45,11,584,61,17.17,653,89.43,0,1,4,IND
RT Latham,1990-1994,33.0,33,4,583,60,20.1,1008,57.83,0,1,3,NZ
FH Allen,2022-2023,22.0,21,0,582,96,27.71,624,93.26,0,5,3,NZ
Khurram Khan,2004-2015,16.0,16,2,582,132,41.57,725,80.27,1,3,0,UAE
JL Carter,2015-2019,33.0,28,3,581,54,23.24,822,70.68,0,3,1,WI
Sandeep Goud,2019-2023,36.0,29,6,581,67,25.26,793,73.26,0,3,2,OMA
KU Carty,2022-2024,22.0,20,3,578,88,34.0,844,68.48,0,3,1,WI
DAS Gunaratne,2016-2019,31.0,25,4,575,114,27.38,724,79.41,1,1,0,SL
BJ Hodge,2005-2007,25.0,21,2,575,123,30.26,657,87.51,1,3,3,AUS
MJR Rindel,1994-1999,22.0,22,1,575,106,27.38,860,66.86,1,2,1,SA
WD Parnell,2009-2023,73.0,43,15,574,56,20.5,723,79.39,0,1,3,SA
Tushar Imran,2001-2007,41.0,40,0,574,65,14.35,970,59.17,0,2,8,BAN
CD Wallace,2012-2022,32.0,28,1,574,58,21.25,630,91.11,0,4,1,SCOT
BJ Watling,2010-2018,28.0,25,2,573,96,24.91,838,68.37,0,5,3,NZ
MA Starc,2010-2023,121.0,71,25,571,52,12.41,719,79.41,0,1,11,AUS
C White,1994-2003,51.0,41,5,568,57,15.77,928,61.2,0,1,9,ENG
SL Malinga,2004-2019,226.0,119,36,567,56,6.83,761,74.5,0,1,26,SL
RM Haq,2006-2015,54.0,40,6,566,71,16.64,931,60.79,0,3,6,SCOT
